NAME,Total Households,Total Households with No Vehicle Available,Total Households with 1 Vehicle Available,Total Households with 2 Vehicles Available,Total Households with 3 Vehicles Available,Total Households with 4 or More Vehicles Available,Total 1-Person Households,1-Person Households with No Vehicle Available,1-Person Households with 1 Vehicle Available,1-Person Households with 2 Vehicles Available,1-Person Households with 3 Vehicles Available,1-Person Households with 4 or More Vehicles Available,Total 2-Person Households,2-Person Households with No Vehicle Available,2-Person Households with 1 Vehicle Available,2-Person Households with 2 Vehicles Available,2-Person Households with 3 Vehicles Available,2-Person Households with 4 or More Vehicles Available,Total 3-Person Households,3-Person Households with No Vehicle Available,3-Person Households with 1 Vehicle Available,3-Person Households with 2 Vehicles Available,3-Person Households with 3 Vehicles Available,3-Person Households with 4 or More Vehicles Available,Total 4-or-More-Person Households,4-or-More-Person Households with No Vehicle Available,4-or-More-Person Households with 1 Vehicle Available,4-or-More-Person Households with 2 Vehicles Available,4-or-More-Person Households with 3 Vehicles Available,state,county,tract,Census Tract,County,pct_no_vehicle,pct_fewer_vehicles
Census Tract 612.04; Davidson County; North Carolina,1046.0,48.0,235.0,276.0,124.0,363.0,141.0,17.0,84.0,15.0,0.0,25.0,609.0,10.0,134.0,52.0,106.0,307.0,81.0,14.0,0.0,40.0,0.0,27.0,215.0,7.0,17.0,169.0,18.0,37,057,061204,612.04,Davidson County,4.588910133843212,39.005736137667306
Census Tract 613; Davidson County; North Carolina,917.0,30.0,363.0,361.0,115.0,48.0,307.0,20.0,237.0,38.0,12.0,0.0,270.0,0.0,58.0,148.0,50.0,14.0,186.0,6.0,19.0,141.0,9.0,11.0,154.0,4.0,49.0,34.0,44.0,37,057,061300,613,Davidson County,3.271537622682661,36.095965103598694
Census Tract 614; Davidson County; North Carolina,1054.0,162.0,540.0,215.0,42.0,95.0,273.0,91.0,171.0,0.0,0.0,11.0,320.0,22.0,253.0,45.0,0.0,0.0,136.0,7.0,62.0,67.0,0.0,0.0,325.0,42.0,54.0,103.0,42.0,37,057,061400,614,Davidson County,15.370018975332068,66.50853889943075
Census Tract 615.01; Davidson County; North Carolina,1516.0,129.0,715.0,416.0,161.0,95.0,541.0,26.0,382.0,108.0,25.0,0.0,431.0,103.0,213.0,61.0,54.0,0.0,196.0,0.0,13.0,68.0,42.0,73.0,348.0,0.0,107.0,179.0,40.0,37,057,061501,615.01,Davidson County,8.509234828496043,46.76781002638523
Census Tract 615.02; Davidson County; North Carolina,1094.0,158.0,265.0,323.0,218.0,130.0,433.0,158.0,205.0,35.0,0.0,35.0,441.0,0.0,60.0,248.0,110.0,23.0,86.0,0.0,0.0,24.0,47.0,15.0,134.0,0.0,0.0,16.0,61.0,37,057,061502,615.02,Davidson County,14.442413162705666,23.583180987202926
Census Tract 616; Davidson County; North Carolina,1345.0,129.0,497.0,511.0,159.0,49.0,495.0,11.0,260.0,202.0,22.0,0.0,449.0,47.0,126.0,196.0,80.0,0.0,111.0,8.0,13.0,34.0,28.0,28.0,290.0,63.0,98.0,79.0,29.0,37,057,061600,616,Davidson County,9.591078066914498,35.613382899628256
Census Tract 617.01; Davidson County; North Carolina,1866.0,102.0,444.0,666.0,311.0,343.0,514.0,93.0,349.0,72.0,0.0,0.0,631.0,0.0,40.0,396.0,96.0,99.0,459.0,0.0,55.0,106.0,145.0,153.0,262.0,9.0,0.0,92.0,70.0,37,057,061701,617.01,Davidson County,5.466237942122187,21.168274383708468
Census Tract 617.03; Davidson County; North Carolina,1769.0,33.0,358.0,596.0,395.0,387.0,396.0,10.0,211.0,87.0,16.0,72.0,604.0,8.0,86.0,295.0,151.0,64.0,333.0,15.0,53.0,112.0,126.0,27.0,436.0,0.0,8.0,102.0,102.0,37,057,061703,617.03,Davidson County,1.8654607122668174,22.27247032221594
Census Tract 617.04; Davidson County; North Carolina,1410.0,33.0,259.0,308.0,393.0,417.0,328.0,33.0,197.0,43.0,20.0,35.0,456.0,0.0,62.0,129.0,182.0,83.0,194.0,0.0,0.0,65.0,39.0,90.0,432.0,0.0,0.0,71.0,152.0,37,057,061704,617.04,Davidson County,2.3404255319148937,16.382978723404257
Census Tract 617.05; Davidson County; North Carolina,1339.0,32.0,228.0,360.0,391.0,328.0,226.0,0.0,91.0,65.0,0.0,70.0,770.0,19.0,72.0,219.0,358.0,102.0,201.0,13.0,48.0,29.0,20.0,91.0,142.0,0.0,17.0,47.0,13.0,37,057,061705,617.05,Davidson County,2.389843166542196,18.297236743838685
Census Tract 618.03; Davidson County; North Carolina,1285.0,2.0,346.0,555.0,216.0,166.0,379.0,0.0,150.0,224.0,0.0,5.0,560.0,2.0,150.0,231.0,108.0,69.0,106.0,0.0,0.0,61.0,17.0,28.0,240.0,0.0,46.0,39.0,91.0,37,057,061803,618.03,Davidson County,0.1556420233463035,23.19066147859922
Census Tract 618.05; Davidson County; North Carolina,1201.0,96.0,180.0,310.0,380.0,235.0,200.0,36.0,116.0,39.0,9.0,0.0,506.0,60.0,34.0,205.0,160.0,47.0,258.0,0.0,0.0,19.0,105.0,134.0,237.0,0.0,30.0,47.0,106.0,37,057,061805,618.05,Davidson County,7.993338884263114,18.817651956702747
Census Tract 618.06; Davidson County; North Carolina,1162.0,27.0,246.0,411.0,147.0,331.0,216.0,19.0,130.0,59.0,8.0,0.0,527.0,8.0,80.0,196.0,70.0,173.0,133.0,0.0,0.0,42.0,43.0,48.0,286.0,0.0,36.0,114.0,26.0,37,057,061806,618.06,Davidson County,2.323580034423408,25.731497418244405
Census Tract 618.07; Davidson County; North Carolina,1103.0,45.0,137.0,432.0,232.0,257.0,231.0,38.0,74.0,108.0,11.0,0.0,357.0,7.0,63.0,206.0,36.0,45.0,180.0,0.0,0.0,113.0,7.0,60.0,335.0,0.0,0.0,5.0,178.0,37,057,061807,618.07,Davidson County,4.0797824116047146,20.489573889392567
Census Tract 618.08; Davidson County; North Carolina,1880.0,52.0,366.0,721.0,483.0,258.0,658.0,15.0,254.0,282.0,107.0,0.0,676.0,37.0,86.0,221.0,154.0,178.0,223.0,0.0,0.0,77.0,112.0,34.0,323.0,0.0,26.0,141.0,110.0,37,057,061808,618.08,Davidson County,2.7659574468085104,20.319148936170212
Census Tract 619.02; Davidson County; North Carolina,2254.0,81.0,446.0,662.0,748.0,317.0,699.0,81.0,253.0,100.0,236.0,29.0,673.0,0.0,102.0,345.0,155.0,71.0,523.0,0.0,90.0,138.0,211.0,84.0,359.0,0.0,1.0,79.0,146.0,37,057,061902,619.02,Davidson County,3.5936113575865134,21.783496007098492
Census Tract 619.03; Davidson County; North Carolina,1402.0,48.0,497.0,426.0,274.0,157.0,484.0,48.0,256.0,152.0,17.0,11.0,333.0,0.0,44.0,140.0,117.0,32.0,392.0,0.0,190.0,74.0,27.0,101.0,193.0,0.0,7.0,60.0,113.0,37,057,061903,619.03,Davidson County,3.4236804564907275,30.171184022824537
Census Tract 619.04; Davidson County; North Carolina,1023.0,56.0,200.0,500.0,132.0,135.0,268.0,33.0,129.0,85.0,9.0,12.0,355.0,23.0,71.0,152.0,80.0,29.0,197.0,0.0,0.0,146.0,32.0,19.0,203.0,0.0,0.0,117.0,11.0,37,057,061904,619.04,Davidson County,5.474095796676441,38.12316715542522
Census Tract 620.01; Davidson County; North Carolina,1930.0,36.0,303.0,787.0,595.0,209.0,300.0,16.0,151.0,111.0,22.0,0.0,959.0,20.0,138.0,432.0,332.0,37.0,206.0,0.0,0.0,69.0,70.0,67.0,465.0,0.0,14.0,175.0,171.0,37,057,062001,620.01,Davidson County,1.865284974093264,22.383419689119172
Census Tract 620.02; Davidson County; North Carolina,1592.0,78.0,439.0,602.0,259.0,214.0,372.0,42.0,194.0,87.0,49.0,0.0,786.0,36.0,170.0,355.0,122.0,103.0,185.0,0.0,23.0,62.0,53.0,47.0,249.0,0.0,52.0,98.0,35.0,37,057,062002,620.02,Davidson County,4.899497487437186,30.339195979899497
Census Tract 201; Alamance County; North Carolina,2004.0,205.0,628.0,784.0,255.0,132.0,735.0,149.0,465.0,113.0,0.0,8.0,781.0,0.0,125.0,452.0,185.0,19.0,204.0,0.0,38.0,33.0,56.0,77.0,284.0,56.0,0.0,186.0,14.0,37,001,020100,201,Alamance County,10.229540918163673,29.291417165668662
Census Tract 202; Alamance County; North Carolina,1617.0,123.0,632.0,553.0,254.0,55.0,527.0,123.0,296.0,53.0,55.0,0.0,416.0,0.0,220.0,160.0,17.0,19.0,226.0,0.0,8.0,127.0,91.0,0.0,448.0,0.0,108.0,213.0,91.0,37,001,020200,202,Alamance County,7.606679035250464,49.41249226963512
Census Tract 203.01; Alamance County; North Carolina,1601.0,76.0,742.0,626.0,114.0,43.0,605.0,76.0,399.0,130.0,0.0,0.0,561.0,0.0,261.0,293.0,7.0,0.0,85.0,0.0,0.0,29.0,46.0,10.0,350.0,0.0,82.0,174.0,61.0,37,001,020301,203.01,Alamance County,4.747033104309806,38.85071830106184
Census Tract 203.02; Alamance County; North Carolina,1132.0,116.0,299.0,439.0,163.0,115.0,402.0,116.0,162.0,124.0,0.0,0.0,374.0,0.0,77.0,210.0,46.0,41.0,99.0,0.0,13.0,57.0,11.0,18.0,257.0,0.0,47.0,48.0,106.0,37,001,020302,203.02,Alamance County,10.247349823321555,31.625441696113075
Census Tract 204; Alamance County; North Carolina,2814.0,88.0,1216.0,819.0,366.0,325.0,838.0,74.0,517.0,221.0,26.0,0.0,869.0,14.0,315.0,249.0,223.0,68.0,401.0,0.0,160.0,148.0,42.0,51.0,706.0,0.0,224.0,201.0,75.0,37,001,020400,204,Alamance County,3.1272210376687988,40.36958066808813
Census Tract 205.01; Alamance County; North Carolina,1311.0,67.0,266.0,500.0,329.0,149.0,297.0,11.0,143.0,109.0,34.0,0.0,431.0,4.0,89.0,203.0,118.0,17.0,175.0,0.0,26.0,40.0,55.0,54.0,408.0,52.0,8.0,148.0,122.0,37,001,020501,205.01,Alamance County,5.110602593440122,28.83295194508009
Census Tract 205.02; Alamance County; North Carolina,1431.0,238.0,361.0,615.0,152.0,65.0,344.0,121.0,148.0,75.0,0.0,0.0,362.0,12.0,69.0,221.0,60.0,0.0,283.0,0.0,132.0,133.0,6.0,12.0,442.0,105.0,12.0,186.0,86.0,37,001,020502,205.02,Alamance County,16.63172606568833,53.808525506638716
Census Tract 206.01; Alamance County; North Carolina,1414.0,0.0,237.0,733.0,345.0,99.0,373.0,0.0,206.0,94.0,73.0,0.0,584.0,0.0,31.0,450.0,94.0,9.0,194.0,0.0,0.0,48.0,110.0,36.0,263.0,0.0,0.0,141.0,68.0,37,001,020601,206.01,Alamance County,0.0,15.558698727015559
Census Tract 206.02; Alamance County; North Carolina,1243.0,23.0,761.0,245.0,169.0,45.0,658.0,23.0,583.0,52.0,0.0,0.0,341.0,0.0,122.0,141.0,65.0,13.0,94.0,0.0,50.0,25.0,19.0,0.0,150.0,0.0,6.0,27.0,85.0,37,001,020602,206.02,Alamance County,1.850362027353178,20.353982300884955
Census Tract 207.01; Alamance County; North Carolina,2623.0,193.0,866.0,941.0,478.0,145.0,1031.0,152.0,585.0,276.0,18.0,0.0,992.0,0.0,192.0,476.0,305.0,19.0,306.0,41.0,69.0,58.0,75.0,63.0,294.0,0.0,20.0,131.0,80.0,37,001,020701,207.01,Alamance County,7.357987037743043,25.276401067479984
Census Tract 207.02; Alamance County; North Carolina,2547.0,161.0,1296.0,695.0,333.0,62.0,1090.0,60.0,871.0,38.0,121.0,0.0,684.0,101.0,114.0,345.0,78.0,46.0,538.0,0.0,212.0,220.0,106.0,0.0,235.0,0.0,99.0,92.0,28.0,37,001,020702,207.02,Alamance County,6.321162151550844,35.25716529250098
Census Tract 208.01; Alamance County; North Carolina,750.0,20.0,232.0,275.0,90.0,133.0,173.0,12.0,139.0,17.0,0.0,5.0,221.0,0.0,80.0,84.0,38.0,19.0,178.0,0.0,8.0,111.0,37.0,22.0,178.0,8.0,5.0,63.0,15.0,37,001,020801,208.01,Alamance County,2.666666666666667,38.266666666666666
Census Tract 208.02; Alamance County; North Carolina,2277.0,225.0,956.0,678.0,218.0,200.0,787.0,186.0,532.0,69.0,0.0,0.0,644.0,39.0,192.0,203.0,118.0,92.0,496.0,0.0,83.0,284.0,51.0,78.0,350.0,0.0,149.0,122.0,49.0,37,001,020802,208.02,Alamance County,9.881422924901186,46.33289415898111
Census Tract 209.01; Alamance County; North Carolina,1722.0,137.0,549.0,594.0,280.0,162.0,766.0,137.0,415.0,186.0,28.0,0.0,390.0,0.0,96.0,190.0,104.0,0.0,192.0,0.0,0.0,79.0,70.0,43.0,374.0,0.0,38.0,139.0,78.0,37,001,020901,209.01,Alamance County,7.955865272938444,28.39721254355401
Census Tract 209.02; Alamance County; North Carolina,1742.0,15.0,499.0,629.0,436.0,163.0,356.0,7.0,282.0,59.0,8.0,0.0,680.0,0.0,148.0,389.0,94.0,49.0,282.0,0.0,27.0,61.0,110.0,84.0,424.0,8.0,42.0,120.0,224.0,37,001,020902,209.02,Alamance County,0.8610792192881744,23.70838117106774
Census Tract 210; Alamance County; North Carolina,1922.0,175.0,906.0,584.0,175.0,82.0,818.0,83.0,622.0,113.0,0.0,0.0,374.0,29.0,56.0,193.0,69.0,27.0,361.0,63.0,138.0,99.0,61.0,0.0,369.0,0.0,90.0,179.0,45.0,37,001,021000,210,Alamance County,9.105098855359001,38.34547346514048
Census Tract 211.01; Alamance County; North Carolina,2036.0,43.0,1098.0,557.0,254.0,84.0,882.0,17.0,817.0,48.0,0.0,0.0,747.0,15.0,127.0,427.0,128.0,50.0,193.0,11.0,96.0,15.0,50.0,21.0,214.0,0.0,58.0,67.0,76.0,37,001,021101,211.01,Alamance County,2.111984282907662,19.941060903732808
Census Tract 211.02; Alamance County; North Carolina,1357.0,63.0,525.0,485.0,195.0,89.0,388.0,41.0,329.0,18.0,0.0,0.0,548.0,0.0,142.0,288.0,82.0,36.0,263.0,22.0,54.0,99.0,62.0,26.0,158.0,0.0,0.0,80.0,51.0,37,001,021102,211.02,Alamance County,4.642593957258659,32.27708179808401
Census Tract 212.01; Alamance County; North Carolina,2224.0,69.0,712.0,787.0,393.0,263.0,577.0,32.0,426.0,79.0,40.0,0.0,635.0,35.0,102.0,297.0,155.0,46.0,575.0,0.0,167.0,196.0,138.0,74.0,437.0,2.0,17.0,215.0,60.0,37,001,021201,212.01,Alamance County,3.102517985611511,34.44244604316547
Census Tract 212.04; Alamance County; North Carolina,1987.0,28.0,484.0,777.0,427.0,271.0,463.0,25.0,332.0,95.0,5.0,6.0,762.0,0.0,117.0,326.0,174.0,145.0,338.0,0.0,35.0,177.0,89.0,37.0,424.0,3.0,0.0,179.0,159.0,37,001,021204,212.04,Alamance County,1.4091595369904377,26.975339708102666
Census Tract 212.05; Alamance County; North Carolina,3401.0,53.0,1487.0,846.0,874.0,141.0,1259.0,11.0,1117.0,131.0,0.0,0.0,932.0,42.0,285.0,268.0,337.0,0.0,547.0,0.0,52.0,307.0,188.0,0.0,663.0,0.0,33.0,140.0,349.0,37,001,021205,212.05,Alamance County,1.5583651867097914,25.580711555424877
Census Tract 212.06; Alamance County; North Carolina,2186.0,66.0,682.0,997.0,281.0,160.0,591.0,27.0,414.0,150.0,0.0,0.0,830.0,17.0,240.0,454.0,81.0,38.0,336.0,22.0,4.0,167.0,114.0,29.0,429.0,0.0,24.0,226.0,86.0,37,001,021206,212.06,Alamance County,3.019213174748399,33.25709057639524
Census Tract 212.07; Alamance County; North Carolina,1611.0,99.0,443.0,689.0,272.0,108.0,655.0,73.0,386.0,153.0,29.0,14.0,512.0,13.0,18.0,332.0,132.0,17.0,96.0,0.0,0.0,25.0,52.0,19.0,348.0,13.0,39.0,179.0,59.0,37,001,021207,212.07,Alamance County,6.145251396648044,22.3463687150838
Census Tract 213; Alamance County; North Carolina,2362.0,82.0,456.0,896.0,566.0,362.0,608.0,50.0,315.0,204.0,27.0,12.0,978.0,16.0,88.0,480.0,271.0,123.0,315.0,11.0,17.0,117.0,131.0,39.0,461.0,5.0,36.0,95.0,137.0,37,001,021300,213,Alamance County,3.4716342082980525,18.416596104995765
Census Tract 214; Alamance County; North Carolina,1070.0,66.0,113.0,501.0,239.0,151.0,197.0,54.0,84.0,59.0,0.0,0.0,488.0,12.0,29.0,260.0,117.0,70.0,186.0,0.0,0.0,92.0,81.0,13.0,199.0,0.0,0.0,90.0,41.0,37,001,021400,214,Alamance County,6.16822429906542,25.88785046728972
Census Tract 215; Alamance County; North Carolina,1564.0,12.0,218.0,602.0,255.0,477.0,230.0,0.0,97.0,82.0,8.0,43.0,689.0,12.0,94.0,334.0,146.0,103.0,164.0,0.0,15.0,82.0,21.0,46.0,481.0,0.0,12.0,104.0,80.0,37,001,021500,215,Alamance County,0.7672634271099744,20.396419437340153
Census Tract 216; Alamance County; North Carolina,2363.0,138.0,684.0,879.0,425.0,237.0,750.0,68.0,482.0,102.0,16.0,82.0,575.0,45.0,112.0,295.0,108.0,15.0,479.0,0.0,86.0,181.0,120.0,92.0,559.0,25.0,4.0,301.0,181.0,37,001,021600,216,Alamance County,5.840033855268726,34.78628861616589
Census Tract 217.01; Alamance County; North Carolina,1533.0,59.0,461.0,643.0,246.0,124.0,471.0,59.0,343.0,59.0,0.0,10.0,592.0,0.0,105.0,379.0,65.0,43.0,227.0,0.0,13.0,70.0,126.0,18.0,243.0,0.0,0.0,135.0,55.0,37,001,021701,217.01,Alamance County,3.8486627527723414,24.91846053489889
Census Tract 217.02; Alamance County; North Carolina,1902.0,13.0,255.0,740.0,587.0,307.0,255.0,13.0,149.0,82.0,0.0,11.0,664.0,0.0,38.0,479.0,103.0,44.0,603.0,0.0,36.0,155.0,382.0,30.0,380.0,0.0,32.0,24.0,102.0,37,001,021702,217.02,Alamance County,0.6834910620399579,15.667718191377498
Census Tract 217.03; Alamance County; North Carolina,3543.0,112.0,1457.0,1377.0,492.0,105.0,1517.0,96.0,1145.0,276.0,0.0,0.0,1066.0,0.0,261.0,659.0,121.0,25.0,443.0,0.0,14.0,268.0,125.0,36.0,517.0,16.0,37.0,174.0,246.0,37,001,021703,217.03,Alamance County,3.161162856336438,24.442562799887103
Census Tract 218.01; Alamance County; North Carolina,1818.0,27.0,268.0,570.0,606.0,347.0,287.0,14.0,160.0,110.0,3.0,0.0,842.0,0.0,84.0,259.0,413.0,86.0,319.0,13.0,1.0,106.0,106.0,93.0,370.0,0.0,23.0,95.0,84.0,37,001,021801,218.01,Alamance County,1.4851485148514851,18.48184818481848
Census Tract 218.02; Alamance County; North Carolina,1427.0,33.0,217.0,312.0,520.0,345.0,317.0,0.0,146.0,53.0,83.0,35.0,527.0,33.0,52.0,162.0,182.0,98.0,251.0,0.0,19.0,56.0,82.0,94.0,332.0,0.0,0.0,41.0,173.0,37,001,021802,218.02,Alamance County,2.312543798177996,14.085494043447792
Census Tract 218.03; Alamance County; North Carolina,1089.0,76.0,116.0,464.0,252.0,181.0,168.0,44.0,58.0,54.0,12.0,0.0,492.0,32.0,51.0,240.0,91.0,78.0,132.0,0.0,4.0,45.0,19.0,64.0,297.0,0.0,3.0,125.0,130.0,37,001,021803,218.03,Alamance County,6.978879706152434,27.915518824609734
Census Tract 219.01; Alamance County; North Carolina,1962.0,51.0,415.0,799.0,462.0,235.0,497.0,43.0,251.0,141.0,62.0,0.0,730.0,8.0,128.0,419.0,131.0,44.0,333.0,0.0,0.0,159.0,124.0,50.0,402.0,0.0,36.0,80.0,145.0,37,001,021901,219.01,Alamance County,2.599388379204893,23.139653414882773
Census Tract 219.02; Alamance County; North Carolina,1719.0,51.0,393.0,832.0,280.0,163.0,467.0,40.0,206.0,184.0,8.0,29.0,563.0,11.0,129.0,318.0,73.0,32.0,335.0,0.0,58.0,138.0,108.0,31.0,354.0,0.0,0.0,192.0,91.0,37,001,021902,219.02,Alamance County,2.966841186736475,33.04246655031995
Census Tract 220.01; Alamance County; North Carolina,1439.0,14.0,270.0,545.0,383.0,227.0,337.0,14.0,196.0,117.0,10.0,0.0,438.0,0.0,38.0,268.0,87.0,45.0,351.0,0.0,36.0,46.0,132.0,137.0,313.0,0.0,0.0,114.0,154.0,37,001,022001,220.01,Alamance County,0.9728978457261988,17.23419041000695
Census Tract 220.02; Alamance County; North Carolina,1698.0,17.0,401.0,617.0,439.0,224.0,335.0,1.0,210.0,83.0,32.0,9.0,715.0,16.0,130.0,348.0,146.0,75.0,209.0,0.0,38.0,63.0,55.0,53.0,439.0,0.0,23.0,123.0,206.0,37,001,022002,220.02,Alamance County,1.0011778563015312,23.2037691401649
Census Tract 401.01; Rockingham County; North Carolina,1736.0,39.0,418.0,526.0,410.0,343.0,577.0,14.0,307.0,167.0,89.0,0.0,483.0,25.0,58.0,192.0,105.0,103.0,530.0,0.0,27.0,136.0,154.0,213.0,146.0,0.0,26.0,31.0,62.0,37,157,040101,401.01,Rockingham County,2.2465437788018434,18.26036866359447
Census Tract 401.02; Rockingham County; North Carolina,995.0,36.0,293.0,337.0,210.0,119.0,236.0,32.0,174.0,30.0,0.0,0.0,428.0,0.0,63.0,221.0,110.0,34.0,205.0,0.0,56.0,66.0,46.0,37.0,126.0,4.0,0.0,20.0,54.0,37,157,040102,401.02,Rockingham County,3.618090452261306,24.22110552763819
Census Tract 402; Rockingham County; North Carolina,1474.0,75.0,468.0,599.0,227.0,105.0,420.0,65.0,222.0,89.0,44.0,0.0,580.0,0.0,162.0,234.0,146.0,38.0,255.0,10.0,63.0,148.0,8.0,26.0,219.0,0.0,21.0,128.0,29.0,37,157,040200,402,Rockingham County,5.088195386702849,40.50203527815468
Census Tract 403; Rockingham County; North Carolina,1943.0,152.0,706.0,735.0,266.0,84.0,1019.0,140.0,569.0,289.0,21.0,0.0,512.0,12.0,113.0,266.0,116.0,5.0,202.0,0.0,19.0,89.0,27.0,67.0,210.0,0.0,5.0,91.0,102.0,37,157,040300,403,Rockingham County,7.822954194544519,24.137931034482758
Census Tract 404; Rockingham County; North Carolina,2257.0,151.0,721.0,935.0,203.0,247.0,610.0,28.0,329.0,201.0,33.0,19.0,638.0,18.0,217.0,204.0,123.0,76.0,427.0,36.0,40.0,231.0,29.0,91.0,582.0,69.0,135.0,299.0,18.0,37,157,040400,404,Rockingham County,6.6902968542312795,47.540983606557376
Census Tract 405.01; Rockingham County; North Carolina,1503.0,136.0,550.0,438.0,295.0,84.0,503.0,81.0,261.0,123.0,38.0,0.0,585.0,55.0,170.0,172.0,158.0,30.0,214.0,0.0,38.0,38.0,99.0,39.0,201.0,0.0,81.0,105.0,0.0,37,157,040501,405.01,Rockingham County,9.048569527611445,37.79108449767132
Census Tract 405.02; Rockingham County; North Carolina,1259.0,38.0,333.0,570.0,210.0,108.0,491.0,38.0,239.0,195.0,10.0,9.0,404.0,0.0,57.0,272.0,75.0,0.0,202.0,0.0,37.0,96.0,48.0,21.0,162.0,0.0,0.0,7.0,77.0,37,157,040502,405.02,Rockingham County,3.0182684670373314,18.665607625099284
Census Tract 406.01; Rockingham County; North Carolina,1810.0,79.0,455.0,643.0,322.0,311.0,496.0,59.0,291.0,99.0,33.0,14.0,611.0,20.0,92.0,258.0,155.0,86.0,327.0,0.0,3.0,154.0,78.0,92.0,376.0,0.0,69.0,132.0,56.0,37,157,040601,406.01,Rockingham County,4.364640883977901,29.226519337016576
Census Tract 406.02; Rockingham County; North Carolina,1758.0,14.0,424.0,649.0,408.0,263.0,426.0,3.0,207.0,173.0,43.0,0.0,622.0,0.0,116.0,243.0,183.0,80.0,379.0,0.0,50.0,140.0,107.0,82.0,331.0,11.0,51.0,93.0,75.0,37,157,040602,406.02,Rockingham County,0.7963594994311717,26.39362912400455
Census Tract 407; Rockingham County; North Carolina,1940.0,71.0,604.0,685.0,319.0,261.0,528.0,49.0,279.0,194.0,6.0,0.0,820.0,10.0,253.0,394.0,89.0,74.0,368.0,12.0,72.0,64.0,141.0,79.0,224.0,0.0,0.0,33.0,83.0,37,157,040700,407,Rockingham County,3.65979381443299,25.412371134020617
Census Tract 408; Rockingham County; North Carolina,843.0,108.0,360.0,193.0,149.0,33.0,363.0,76.0,224.0,57.0,6.0,0.0,292.0,32.0,101.0,89.0,64.0,6.0,68.0,0.0,0.0,15.0,37.0,16.0,120.0,0.0,35.0,32.0,42.0,37,157,040800,408,Rockingham County,12.811387900355871,34.519572953736656
Census Tract 409; Rockingham County; North Carolina,1135.0,142.0,414.0,357.0,174.0,48.0,461.0,100.0,286.0,63.0,12.0,0.0,390.0,23.0,39.0,183.0,110.0,35.0,137.0,19.0,52.0,40.0,13.0,13.0,147.0,0.0,37.0,71.0,39.0,37,157,040900,409,Rockingham County,12.511013215859032,33.56828193832599
Census Tract 410.01; Rockingham County; North Carolina,2653.0,127.0,585.0,1001.0,515.0,425.0,552.0,81.0,223.0,162.0,11.0,75.0,1033.0,9.0,258.0,322.0,241.0,203.0,439.0,0.0,28.0,203.0,125.0,83.0,629.0,37.0,76.0,314.0,138.0,37,157,041001,410.01,Rockingham County,4.787033546928006,37.91933660007539
Census Tract 410.02; Rockingham County; North Carolina,2490.0,213.0,433.0,993.0,506.0,345.0,505.0,140.0,169.0,45.0,117.0,34.0,1100.0,45.0,101.0,675.0,138.0,141.0,324.0,28.0,110.0,125.0,50.0,11.0,561.0,0.0,53.0,148.0,201.0,37,157,041002,410.02,Rockingham County,8.55421686746988,30.120481927710845
Census Tract 411; Rockingham County; North Carolina,2480.0,106.0,491.0,708.0,631.0,544.0,492.0,54.0,254.0,126.0,12.0,46.0,1058.0,20.0,182.0,299.0,316.0,241.0,470.0,32.0,47.0,102.0,138.0,151.0,460.0,0.0,8.0,181.0,165.0,37,157,041100,411,Rockingham County,4.274193548387097,25.241935483870968
Census Tract 412; Rockingham County; North Carolina,2253.0,306.0,1045.0,502.0,237.0,163.0,949.0,178.0,603.0,154.0,0.0,14.0,676.0,41.0,281.0,124.0,137.0,93.0,322.0,87.0,125.0,35.0,19.0,56.0,306.0,0.0,36.0,189.0,81.0,37,157,041200,412,Rockingham County,13.581890812250332,43.14247669773635
Census Tract 413; Rockingham County; North Carolina,2638.0,245.0,501.0,781.0,625.0,486.0,747.0,221.0,303.0,223.0,0.0,0.0,873.0,24.0,176.0,354.0,202.0,117.0,357.0,0.0,22.0,204.0,59.0,72.0,661.0,0.0,0.0,0.0,364.0,37,157,041300,413,Rockingham County,9.287338893100834,24.526156178923426
Census Tract 414; Rockingham County; North Carolina,1327.0,181.0,555.0,301.0,91.0,199.0,506.0,152.0,276.0,61.0,0.0,17.0,438.0,29.0,98.0,115.0,58.0,138.0,242.0,0.0,127.0,76.0,24.0,15.0,141.0,0.0,54.0,49.0,9.0,37,157,041400,414,Rockingham County,13.639788997739261,44.0844009042954
Census Tract 415.01; Rockingham County; North Carolina,622.0,58.0,196.0,204.0,126.0,38.0,235.0,26.0,150.0,53.0,6.0,0.0,227.0,14.0,16.0,65.0,96.0,36.0,85.0,0.0,30.0,29.0,24.0,2.0,75.0,18.0,0.0,57.0,0.0,37,157,041501,415.01,Rockingham County,9.32475884244373,30.54662379421222
Census Tract 415.02; Rockingham County; North Carolina,2608.0,164.0,1092.0,765.0,443.0,144.0,1097.0,142.0,744.0,183.0,28.0,0.0,873.0,9.0,221.0,385.0,173.0,85.0,217.0,13.0,86.0,18.0,63.0,37.0,421.0,0.0,41.0,179.0,179.0,37,157,041502,415.02,Rockingham County,6.288343558282208,27.18558282208589
Census Tract 416.01; Rockingham County; North Carolina,1410.0,40.0,170.0,615.0,351.0,234.0,338.0,40.0,117.0,164.0,13.0,4.0,538.0,0.0,31.0,183.0,263.0,61.0,211.0,0.0,9.0,61.0,23.0,118.0,323.0,0.0,13.0,207.0,52.0,37,157,041601,416.01,Rockingham County,2.8368794326241136,25.602836879432623
